question,answer
Kim plants 80 cherry pits. 25% of them sprout and Kim sells 6 of the saplings. How many cherry saplings does she have left?,"How many cherry pits sprout? ** First find the number of saplings that sprout: 80 pits * 25% = <<80*25*.01=20>>20 saplings
How many cherry saplings does Kim have left? ** Then subtract the number she sold to find the number she has left: 20 saplings - 6 saplings = <<20-6=14>>14 saplings
#### 14"
"Jeff wanted to rent an apartment to live in for the next 5 years until he finishes his studies. He found a nice apartment next to his school, the owner asks Jeff to pay $300 each month, Jeff agreed, and for the first 3 years everything went fine, but then the owner wanted to raise the price for each month to $350. Jeff agreed again and continued paying until he graduated. How much did Jeff end up paying for the apartment throughout the 5 years?","How much did Jeff pay in the first year? ** At first Jeff paid, $300/month x 12 months = $<<300*12=3600>>3,600/year
How much did Jeff pay in the first 3 years? ** He paid $3,600/year x 3 years = $10,800 the firsts 3 years.
How much did Jeff pay in the final 2 years? ** The final 2 years he paid $350/month x 12 months = $<<350*12=4200>>4,200/year
How much did Jeff pay in the last 2 years? ** He paid $4,200/year x 2 years = $<<4200*2=8400>>8,400 the last 2 years.
How much did Jeff end up paying for the apartment throughout the 5 years? ** He paid the owner $10,800 + $8,400 = $<<10800+8400=19200>>19,200 in total.
#### 19200"
"Each year Dani gets 4 pairs of two pants each as pay winning the best Amazon buyer of the season. If he initially had 50 pants, calculate the number of pants he'll have in 5 years.","How many pants does Dani get every year? ** Since he receives four pairs of pants every year, and a pair has two pants, he gets 4*2 = <<4*2=8>>8 pants every year.
How many pants will Dani receive after 5 years? ** After five years, the total number of pants he'll receive is 5*8 = <<5*8=40>>40 pants.
How many pants will Dani have in 5 years? ** If he initially had 50 pants, he'll have a total of 50+40 = <<50+40=90>>90 pants in five years.
#### 90"
There are 322 voters in District 1. District 2 has 19 less voters than District 3. District 3 has twice as many voters as District 1. How many total voters are in Districts 1 - 3?,"How many voters are in District 1? ** D1 = <<322=322>>322
How many voters are in District 3? ** D3 = 2 * 322 = <<2*322=644>>644
How many voters are in District 2? ** D2 = 644 - 19 = <<644-19=625>>625
How many total voters are in Districts 1 - 3? ** 322 + 625 + 644 = <<322+625+644=1591>>1591
How many total voters are in Districts 1 - 3? ** There are 1591 voters in Districts 1 - 3.
#### 1591"
A factory produces 90 refrigerators per hour. It also produces 70 more coolers than refrigerators per hour. How many products did the factory produce for 5 days if it works 9 hours a day?,"How many coolers does the factory produce per hour? ** The factory produces 90 + 70 = <<90+70=160>>160 coolers per hour.
How many hours does the factory work in 5 days? ** The factory works 5 * 9 = <<5*9=45>>45 hours in 5 days.
How many products does the factory produce for 5 days? ** The factory produces ( 90 + 160) * 45 = <<(90+160)*45=11250>>11250 products for 5 days.
#### 11250"
Peter goes to the store to buy a soda. The soda costs $.25 an ounce. He brought $2 with him and leaves with $.50. How many ounces of soda did he buy?,"How much did Peter spend on soda? ** He spend $1.5 on soda because 2 - .5 = <<2-.5=1.5>>1.5
How many ounces of soda did Peter buy? ** He bought 6 ounces of soda because 1.5 / .25 = <<6=6>>6
#### 6"
"Juan bought T-shirts for his employees. He bought shirts for men and women. Women's t-shirts are $5 cheaper than men's t-shirts of the same color. His company has 2 sectors, one in white t-shirts and the other in black t-shirts. He paid $20 for white men's t-shirts and $18 for black men's t-shirts. The 2 sectors have the same number of men and women, with a total of 40 employees. How much did he spend total on buying t-shirts?","How many shirts did he need? ** For each type of shirt, he needed to buy, 40 employees / 4 = <<40/4=10>>10 shirts.
How much did white men's t-shirts cost? ** White men's T-shirts cost $20/shirt * 10 shirts = $<<20*10=200>>200.
How much did white women's t-shirts cost? ** White women's T-shirts cost $5 less, or ($20/shirt - $5/shirt) * 10 shirts = $15/shirt * 10 shirts = $150.
How much did black men's t-shirts cost? ** Black men's t-shirts cost, $18/shirt * 10 shirts = $<<18*10=180>>180.
How much did black women's t-shirts cost? ** Black women's T-shirts cost $ 5 less, so ($18/shirt - $5/shirt) * 10 shirts = $13/shirt * 10 shirts = $<<(18-5)*10=130>>130.
How much did Juan spend total on buying t-shirts? ** Now add up all these quantities to find the total: $200 + $150 + $180 + $130 = $<<200+150+180+130=660>>660.
#### 660"
A school bought 20 cartons of pencils at the start of school. Pencils come in cartons of 10 boxes and each box costs $2. The school also bought 10 cartons of markers. A carton has 5 boxes and costs $4. How much did the school spend in all?,"How many boxes of pencils did the school buy? ** The school bought 20 x 10 = <<20*10=200>>200 boxes of pencils.
How much did the pencils cost? ** The pencils cost 200 x $2 = $<<200*2=400>>400.
How many boxes of markers did the school buy? ** The school bought 10 x 5 = <<10*5=50>>50 boxes of markers.
How much did the markers cost? ** The markers cost 50 x $4 = $<<50*4=200>>200.
How much did the school spend in all? ** Thus, the school spent a total of $400 + $200 = $<<400+200=600>>600.
#### 600"
"Ken created a care package to send to his brother, who was away at boarding school.  Ken placed a box on a scale, and then he poured into the box enough jelly beans to bring the weight to 2 pounds.  Then, he added enough brownies to cause the weight to triple.  Next, he added another 2 pounds of jelly beans.  And finally, he added enough gummy worms to double the weight once again.  What was the final weight of the box of goodies, in pounds?","How many pounds of brownies did Ken add? ** To the initial 2 pounds of jelly beans, he added enough brownies to cause the weight to triple, bringing the weight to 2*3=<<2*3=6>>6 pounds.
How many pounds of jelly beans did Ken add? ** Next, he added another 2 pounds of jelly beans, bringing the weight to 6+2=<<6+2=8>>8 pounds.
How many pounds of gummy worms did Ken add? ** And finally, he added enough gummy worms to double the weight once again, to a final weight of 8*2=<<8*2=16>>16 pounds.
#### 16"
"A case of water contains 24 bottles. A children's camp comprising of 4 groups purchased 13 cases for a 3-day camp. The first group has 14 children, the second group has 16 children, the third group has 12 children, and the fourth group has half of the number of the first three groups combined. If each child consumes 3 bottles a day, how many more bottles of water does the camp organizer still need to buy?","How many children are in the first three groups? ** The first three groups have a total of 14 + 16 + 12 = <<14+16+12=42>>42 children.
How many children are in the fourth group? ** The fourth group has 42/2 = <<42/2=21>>21 children
How many children are in the camp? ** All together, the camp has 42 + 21 = <<42+21=63>>63 children.
How many bottles of water do the children consume in one day? ** In one day, the children consume 3 x 63 = <<3*63=189>>189 bottles of water.
How many bottles of water do the children need in 3 days? ** In 3 days, the children will need 189 x 3 = <<189*3=567>>567 bottles of water.
How many bottles of water did the camp organizer already purchase? ** The camp organizer has already purchased 13 x 24 = <<13*24=312>>312 bottles of water.
How many more bottles of water does the camp organizer still need to buy? ** The camp organizer must buy another 567 - 312 = <<567-312=255>>255 bottles of water.
#### 255"
Mark orders 100 chicken nuggets.  A 20 box of chicken nuggets cost $4.  How much did he pay for the chicken nuggets?,"How many boxes of chicken nuggets does Mark order? ** He orders 100/20=<<100/20=5>>5 boxes
How much did Mark spend on the chicken nuggets? ** So that means he spent 5*4=$<<5*4=20>>20 on nuggets
#### 20"
A charcoal grill burns fifteen coals to ash every twenty minutes of grilling. The grill ran for long enough to burn three bags of coals. Each bag of coal contains 60 coals. How long did the grill run?,"How many coals did the grill burn? ** The grill burned 3 * 60 = <<3*60=180>>180 coals.
How long did the grill run? ** It takes 20 minutes to burn 15 coals, so the grill ran for 180 / 15 * 20 = <<180/15*20=240>>240 minutes.
#### 240"
A gym charges its members $18 twice a month.  If it has 300 members how much does it make a month?,"How much is each person charged? ** Each person is charged 18*2=$<<18*2=36>>36 per month
How much do they get? ** So they get 36*300=$<<36*300=10800>>10,800 per month
#### 10800"
"Peggy is moving and is looking to get rid of her record collection. Sammy says that he will buy all of them for 4 dollars each. Bryan is only interested in half of the records but will offer 6 dollars each for the half that he is interested in and 1 dollar each for the remaining half that he is not interested in with the hopes that he can resell them in bulk later. If Peggy has 200 records, what is the difference in profit between Sammy versus Bryan's deal?","How much money will Sammy pay Peggy for her entire record collection? ** Sammy is offering to take the whole collection of 200 records and pay Peggy 4 dollars each for them which would net Peggy 200 * 4=<<200*4=800>>800 dollars for her entire record collection.
How many records will Bryan buy? ** Bryan is willing to buy Peggy's entire record collection but at two different price points, half at one point and half at another. Half of Peggy's record collection is 200/2=<<200/2=100>>100, which means that 100 records will sell for one price and 100 records will sell for another price.
How much money will Bryan pay Peggy for the first half of her record collection? ** Bryan is willing to pay more for the half of the record collection that he is interested in so Peggy would net 100 * 6=<<100*6=600>>600 dollars for the first half of her record collection.
How much money will Bryan offer Peggy for the remaining half of her record collection? ** For the half of the collection that Bryan is just planning on reselling at a later date, he is willing to offer Peggy 100 *1=<<100*1=100>>100 dollars to take off of her hands.
How much money will Bryan offer Peggy for her entire record collection? ** In total Bryan is willing to offer Peggy 600+100=<<600+100=700>>700 dollars for her entire record collection.
What is the difference in profit between Sammy versus Bryan's deal? ** If Sammy is offering 800 dollars to buy Peggy's entire record collection and Bryan is offering 700 dollars for Peggy's entire record collection, then Peggy's net profit would be 800-700=<<800-700=100>>100 dollars more by taking Sammy's deal instead of Bryan's deal.
#### 100"
"Everett built a rectangular concrete patio that was four times as long as it was wide.  If the perimeter of the patio was 100 feet, what was the length of the patio, in feet?","Define a variable ** Let's make ""x"" be the width of the patio.
How long is the patio? ** Then the length of the patio would be 4*x.
Write an equation ** And the perimeter of the patio would be the sum of all four sides, or x+(4*x)+x+(4*x)=100 feet.
Simplify ** This simplifies to 10x=100 feet.
How wide is the patio? ** And the width of the patio x=<<10=10>>10 feet.
How long is the patio? ** And the length of the patio is 4*x = 4*10 = 40 feet.
#### 40"
The ratio of boys to girls at the dance was 3:4. There were 60 girls at the dance. The teachers were 20% of the number of boys. How many people were at the dance?,"How many girls are there? ** 60 girls represent 4 parts, so one part of students is 60 / 4 = <<60/4=15>>15 students.
How many boys are there? ** There are 15 * 3 = <<15*3=45>>45 boys at the dance.
How many teachers are there? ** The teachers at the dance are 45 * 0,2 = 9 teachers at the dance.
How many people are there? ** There are 60 + 45 + 9 = <<60+45+9=114>>114 people at the dance.
#### 114"
"There are 32 students in a statistics course.  25 percent of the class received an A.  1/4 of the remaining students got either a B or C, and the rest of the students failed.  How many students failed?","How many students received an A? ** A grade:32(.25)=8
How many students did not receive an A? ** 32-8=<<32-8=24>>24 students remaining
How many students received a B or a C? ** B/C grade:24/4=<<24/4=6>>6
How many students failed? ** 24-6=<<24-6=18>>18 students fail
#### 18"
"Mikey likes his honey cluster of oats cereal.  In each spoonful, there are 4 clusters of oats.  In each bowl of cereal, he gets 25 spoonfuls of cereal.  If each box of cereal contains 500 clusters of oats, how many bowlfuls of cereal are in each box?","How many clusters of oats are in each bowl? ** If each spoonful contains 4 clusters of oats, and each bowl of cereal has 25 spoonfuls, then in each bowl there are 4*25=<<4*25=100>>100 clusters of oats.
How many bowlfuls of cereal are in each box? ** And If each box of cereal contains 500 clusters of oats, then there are 500/100=<<500/100=5>>5 bowlfuls of cereal in every box.
#### 5"
Stan hires a magician for $60 an hour.  He works 3 hours every day for 2 weeks.  How much money does he pay the magician?,"How many days does the magician work? ** The magician works for 2*7=<<2*7=14>>14 days
How many hours does the magician work? ** So the magician works 14*3=<<14*3=42>>42 hours
How much money does he pay the magician? ** So that means he pays 42*60=$<<42*60=2520>>2520
#### 2520"
An office has 90 workers. 2/3rds of them are men and the rest are women. The company hires 10 new employees and 100% of them are women. What is the total percentage of women in the company now?,"How many women were there before the new hires? ** 1/3rd of the workers before the new hires were women because 1 - (2/3) = 1/3
How many women were there before the new hires? ** There were 30 women working for the company before the new hires
How many women are there now? ** There are now 40 women working for the company because 30 + 10 = <<30+10=40>>40
How many people are there now? ** There are 100 people working for the company because 90 + 10 = <<90+10=100>>100
What is the proportion of women working in the company now? ** The proportion of women working in the company is .4 because 40 / 100 = <<40/100=.4>>.4
What is the percentage of women working in the company now? ** The percentage of women working in the company is now 40 because .4 x 100 = <<.4*100=40>>40
#### 40"
Sara's sister has 4 small notebooks in her closet. Last summer she ordered 6 more notebooks and then lost 2. How many notebooks does Sara's sister have now?,"How many notebooks does Sara's sister have now? ** Sara's sister has 4 + 6 = <<4+6=10>>10 notebooks.
How many notebooks does Sara's sister have now? ** After she loses 2, she will have: 10 - 2 = <<10-2=8>>8 notebooks.
#### 8"
"Jordan picked 54 mangoes from his tree. One-third of the mangoes were ripe while the other two-thirds were not yet ripe. Jordan kept 16 unripe mangoes and gave the remainder to his sister who pickled them in glass jars. If it takes 4 mangoes to fill a jar, how many jars of pickled mangoes can Jordan's sister make?","How many ripe mangoes did Jordan pick? ** Jordan picked 54/3 = <<54/3=18>>18 ripe mangoes.
How many unripe mangoes did Jordan pick? ** He picked 54 - 18 = <<54-18=36>>36 unripe mangoes.
How many unripe mangoes did Jordan give to his sister? ** Jordan gave 36 - 16 = <<36-16=20>>20 unripe mangoes to his sister.
How many jars of pickled mangoes can Jordan's sister make? ** Jordan's sister can make 20/4 = <<20/4=5>>5 jars of pickled mangoes.
#### 5"
Dennis collected 10 rocks. He put all of them in his aquarium but his fish ate half of them. He was able to make the fish spit two out. How many of Dennis's rocks are left?,"How many rocks did the fish eat? ** Dennis had 10/2=<<10/2=5>>5 rocks left after the fish ate them.
How many rocks did the fish spit out? ** He made the fish spit two out, which left Dennis with 5+2=<<5+2=7>>7 rocks.
#### 7"
"A group of 30 tourists sets out on a walking tour of the rainforest. Two tourists are eaten by anacondas, then half the remaining tourists try to pet poisonous dart frogs and get poisoned. If only 1/7 of the poisoned tourists recovered, how many tourists are left at the end of the tour?","How many tourists are left after the anacondas eat two? ** First, subtract the two tourists the anacondas got from the initial 30 tourists: 30 - 2 = <<30-2=28>>28
How many tourists were poisoned? ** Next, divide 28 by two to find out how many tourists got poisoned: 28 / 2 = <<28/2=14>>14.
How many of the poisoned tourists recovered? ** Now figure out how many of the 14 poisoned tourists recovered: 14 / 7 = <<14/7=2>>2.
How many tourists are left at the end of the tour? ** The total number of surviving tourists is 14 + 2 = <<14+2=16>>16.
#### 16"
"Twice Angie's age, plus 4, is 20. How old is Angie?","What is twice Angie's age? ** Twice Angie's age is 20-4=<<20-4=16>>16.
What is Angie's age? ** Angie is 16/2=<<16/2=8>>8.
#### 8"
Josh buys 3 packs of string cheese.  Each piece of string cheese cost 10 cents.  Each pack has 20 string cheeses in them.  How many dollars did he pay?,"How much does each pack cost? ** Each pack cost 20*10=<<20*10=200>>200 cents
How much does each pack cost? ** So each pack cost 200/100=$<<200/100=2>>2
How much did Josh pay? ** That means he pays 2*3=$<<2*3=6>>6
#### 6"
Lola and Tara decide to race to the top of a 20 story building. Tara takes the elevator and Lola runs up the stairs. Lola can run up 1 story in 10 seconds. The elevator goes up a story in 8 seconds but stops for 3 seconds on every single floor. How long would it take for the slower one of Lola and Tara to reach the top floor?,"How many seconds does Lola take to climb 20 stories? ** Lola climbs 20 stories in 20 stories x 10 seconds/story = <<20*10=200>>200 seconds
How many seconds does Tara take to go up 20 stories? ** Tara can go up the elevator in 8 seconds/story x 20 stories = <<8*20=160>>160 seconds without the stops at each floor.
How many seconds does the elevator stop for? ** The elevator stops for 3 seconds on each floor for a total of 20 stories x 3 seconds/story = <<20*3=60>>60 seconds.
How long does it take Tara to reach the top floor? ** In total it takes Tara 160 seconds + 60 seconds = <<160+60=220>>220 seconds to reach the top floor.
How long would it take for the slower one of Lola and Tara to reach the top floor? ** Because 200 < 220 Lola wins.
#### 220"
Elysse can carry 3 bags of groceries into her home with each trip from the car. Her brother can carry the same amount. How many trips will it take them to carry 30 bags of groceries?,"How many bags of groceries can Elysse and her brother carry? ** Elysse and her brother can carry 3 x 2 = <<3*2=6>>6 bags of groceries with each trip from the car.
How many trips will it take them to carry 30 bags of groceries? ** Therefore, it will take both of them 30/6 = <<30/6=5>>5 trips.
#### 5"
"Gabby planted a watermelon vine, a peach tree, and two plum trees in the spring. Over the summer, the plants grew and produced fruit. She only got one watermelon to grow, but she got twelve more peaches than that, and three times that number of plums. How many pieces of fruit did Gabby get to pick that summer?","How many peaches did the peach tree grow? ** Gabby’s peach tree grew 12 + 1 = <<12+1=13>>13 peaches.
How many plums did the plum trees grow? ** Her plum trees grew 13 * 3 = <<13*3=39>>39 plums.
How many pieces of fruit did Gabby get to pick that summer? ** Thus, Gabby got 1 + 13 + 39 = <<1+13+39=53>>53 pieces of fruit to pick.
#### 53"
"Jerry is refilling the duck pond in his backyard during a drought. The pond can hold 200 gallons of water. Jerry's hose can normally pump 6 gallons/minute, but due to drought restrictions, it can only pump 2/3rds as fast right now. How many minutes will it take Jerry to fill his pond?","How fast does the hose pump right now? ** First find the current rate the hose pumps by multiplying its normal rate by 2/3: 6 gallons/minute * 2/3 = <<6*2/3=4>>4 gallons/minute
How many minutes will it take Jerry to fill his pond? ** Then divide the number of gallons in the pond by the number of gallons pumped each minute to find how many minutes filling the pond takes: 200 gallons / 4 gallons/minute = <<200/4=50>>50 minutes
#### 50"
Ms. Alice can grade 296 papers in 8 hours. How many papers can she grade in 11 hours?,"How many papers can Ms. Alice grade in one hour? ** First you must recognize that the problem involves finding the rate of how fast Ms. Alice can grade papers. To find how many papers she can grade in 11 hours, it would be useful to first find out how many papers she can grade in one hour. To do so, divide 296 papers by 8 hours, 296/8, to get 37. Therefore, Ms. Alice can grade 37 papers in one hour.
How many papers can Ms. Alice grade in 11 hours? ** To find out how many papers she can grade in 11 hours, multiply the number of papers she can grade in one hour by 11. 37 * 11 gives you <<37*11=407>>407. Ms. Alice can grade 407 papers in 11 hours.
#### 407"
"Mark buys a loaf of bread for $4.20 and some cheese for $2.05. He gives the cashier $7.00. If the cashier only has 1 quarter and 1 dime in his till, plus a bunch of nickels, how many nickels does Mark get in his change?","How much does Mark give the cashier? ** First subtract the cost of Mark's groceries from the amount he gives the cashier to find how much he gets in change: $7.00 - $4.20 - $2.05 = $<<7-4.2-2.05=0.75>>0.75
How much does Mark get paid in nickels? ** Then subtract the value of a quarter in cents (25) and the value of a dime in cents (10) from the change amount to find how much Mark gets paid in nickels: $0.75 - $0.25 - $0.10 = $<<0.75-0.25-0.10=0.40>>0.40
How many nickels does Mark get? ** Now divide the amount Mark gets in nickels by the value per nickel in cents (5) to find how many nickels Mark gets: $0.40 / $0.05/nickel = <<0.40/0.05=8>>8 nickels
#### 8"
"Leo's assignment was divided into three parts. He finished the first part of his assignment in 25 minutes. It took him twice as long to finish the second part. If he was able to finish his assignment in 2 hours, how many minutes did Leo finish the third part of the assignment?","How many minutes did Leo take to finish the second part of the assignment? ** It took Leo 25 x 2 = <<25*2=50>>50 minutes to finish the second part of the assignment.
How many minutes did Leo take to finish the first and second parts of the assignment? ** Leo finished the first and second parts of the assignment in 25 + 50 = <<25+50=75>>75 minutes.
How many minutes did Leo take to finish the entire assignment? ** He finished the entire assignment in 60 x 2 = <<60*2=120>>120 minutes.
How many minutes did Leo take to finish the third part of the assignment? ** Therefore, it took Leo 120 - 75 = <<120-75=45>>45 minutes to finish the third part of the assignment.
#### 45"
"Amanda is figuring out how many bags of grass seed she needs to buy to cover a new lot the city is turning into a park. The lot measures 120 feet by 60 feet. One section that measures 40 feet by 40 feet will be covered with concrete, and the rest needs to be covered in grass seeds. Each bag of grass seeds covers 56 square feet. How many bags of grass seeds does Amanda need?","How many square feet are in the lot? ** First find the area of the lot by multiplying the width and the length: 120 ft * 60 ft = <<120*60=7200>>7200 sq ft.
How many square feet are in the square? ** Then find the area of the square covered in concrete: 40 ft * 40 ft = <<40*40=1600>>1600 sq ft.
How many square feet are in the grassy area? ** Then subtract the concrete area from the total area to find the grassy area: 7200 sq ft - 1600 sq ft = <<7200-1600=5600>>5600 sq ft.
How many bags of grass seeds does Amanda need? ** Finally, divide this area by the area each bag covers to find the number of bags: 5600 sq ft / 56 sq ft/bag = <<5600/56=100>>100 bags.
#### 100"
Isabel loves to run in the forest and she does it within a circuit that is 365 meters long. She runs the circuit 7 times in the morning and runs it 3 times in the afternoon. How many meters does Isabel run during a week?,"How many meters does Isabel run in the morning? ** In the morning she runs 7 * 365 = <<7*365=2555>>2555 metres
How many meters does Isabel run in the afternoon? ** In the afternoon she runs 3 * 365= <<3*365=1095>>1095 meters.
How many meters does Isabel run in a day? ** In one day, afternoon and morning, she runs 2555 + 1095 = <<2555+1095=3650>>3650 meters
How many meters does Isabel run in a week? ** In a week, she runs 7 * 3650= <<7*3650=25550>>25550 meters
#### 25550"
"To get to the library, Jill spends 12 minutes waiting for her first bus, 30 minutes riding on her first bus, and half the combined wait and trip time on her second bus. How many minutes does her second bus ride take?","How many minutes does Jill spend waiting for and riding the first bus? ** First add the time spent waiting for the first bus to the time spent on it: 12 minutes + 30 minutes = <<12+30=42>>42 minutes
How many minutes does Jill spend on the second bus? ** Then divide that time by 2 to find the time she spends on the second bus: 42 minutes / 2 = <<42/2=21>>21 minutes
#### 21"
Lara is baking cookies using four baking trays. She places five rows of cookies on a baking tray where there are six cookies in one row. How many cookies is she baking?,"How many cookies can Lara bake in one tray? ** Lara can bake 5 x 6 = <<5*6=30>>30 cookies in one tray.
How many cookies is Lara baking? ** So, Lara is baking a total of 30 x 4 = <<30*4=120>>120 cookies.
#### 120"
Julia had to make 6 cakes for the party. Each cake takes 12 minutes to mix and needs 9 more minutes to bake than mix. Then it takes 6 more minutes to cool and decorate than to bake. How many hours will it take to make all 6 cakes?,"How many minutes does it take to bake each cake? ** It takes 12 + 9 =<<12+9=21>>21 minutes to bake each cake.
How many minutes does it take to cool and decorate each cake? ** It takes 21 + 6 = <<21+6=27>>27 minutes to cool and decorate each cake.
How many minutes does it take to make one cake? ** Therefore, it takes a total of 12 + 21 + 27 = <<12+21+27=60>>60 minutes to make one cake.
How many minutes does it take to bake one cake? ** Thus, it takes 60/60 = <<60/60=1>>1 hour to bake one cake.
How many hours will it take to bake all 6 cakes? ** So, it will take 1 x 6 = <<6=6>>6 hours to bake all 6 cakes.
#### 6"
"Eden, Mary and Iris gather sand to fill their sandbox. Eden carried 4 buckets of sand. Mary carried 3 more buckets of sand than Eden. Iris carried 1 less bucket of sand than Mary. If each bucket contains 2 pounds of sand, how many pounds of sand did they collect in total?","How many buckets of sand did Mary carry? ** Mary carried 4 + 3 = <<4+3=7>>7 buckets of sand.
How many buckets of sand did Iris carry? ** Iris carried 7 – 1 = <<7-1=6>>6 buckets of sand.
How many buckets of sand did they carry in total? ** All together, they carried 4 + 7 + 6 = <<4+7+6=17>>17 buckets of sand.
How many pounds of sand did they collect in total? ** The sand weighed a total of 17 * 2 = <<17*2=34>>34 pounds.
#### 34"
"The tallest building in the world is 100 feet tall.  If the second tallest is half that tall, and the third tallest is half as tall as the second, and the fourth is one-fifth as tall as the third, how tall are all 4 buildings put together?","How tall is the second tallest building? ** If the second tallest building is half as tall as the first one's height of 100 feet, it is 100/2= <<100/2=50>>50 feet tall.
How tall is the third tallest building? ** If the third tallest building is half as tall as the second one's height of 50 feet, it is 50/2= <<50/2=25>>25 feet tall.
How tall is the fourth building? ** If the fourth building is one-fifth as tall as the third one, it is 25/5= <<25/5=5>>5 feet tall.
How tall are all 4 buildings put together? ** Therefore, all four buildings put together would be 100+50+25+5= <<100+50+25+5=180>>180 feet tall.
#### 180"
"A craftsman makes 16 jars. This is exactly twice the number of clay pots he made. If each jar has 5 marbles and each clay pot has three times as many, how many marbles are there?","How many clay pots are there? ** 16 jars are exactly twice the number of clay pots made by the craftsman, meaning there are 16/2=<<16/2=8>>8 clay pots
How many marbles are there? ** If each jar has 5 marbles, the total number of marbles in the jars is 5*16=<<5*16=80>>80
How many marbles are in each clay pot? ** Each of the clay pots also has 3*5=<<3*5=15>>15 marbles.
How many marbles are in the 8 clay pots? ** The total number of marbles in the 8 clay pots is 15*8=<<15*8=120>>120
How many marbles are there? ** There are a total of 120+80=<<120+80=200>>200 marbles.
#### 200"
It takes 2.5 hours to groom a dog and 0.5 hours to groom a cat. What is the number of minutes it takes to groom 5 dogs and 3 cats?,"How many hours does it take to groom 5 dogs? ** 2.5 * 5 = <<2.5*5=12.5>>12.5 hours
How many hours does it take to groom 3 cats? ** 0.5 * 3 = <<3*0.5=1.5>>1.5 hours
How many hours does it take to groom 5 dogs and 3 cats? ** 12.5 + 1.5 hours = <<12.5+1.5=14>>14 hours
How many minutes does it take to groom 5 dogs and 3 cats? ** 14 hours = 14 * 60 = <<14*60=840>>840 minutes
What is the number of minutes it takes to groom 5 dogs and 3 cats? ** It would take 840 minutes to groom 5 dogs and 3 cats.
#### 840"
Carrie works for $8 an hour and 35 hours a week at her job. It’s been a month since she started working there. She has saved up all of her money because she wants to buy a bike for $400. How much money will she have left over after she buys her bike?,"How much money does Carrie make in a week? ** It will be easy to solve the problem by first calculating how much money she makes in a week at her job by multiplying her hourly rate by the number of hours she works in a week: $8 * 35 = $<<8*35=280>>280 in a week
How much money did Carrie make in a month? ** The weekly earnings need to be multiplied by the number of weeks in a month to get how much she made in a month: $280 * 4 = $<<280*4=1120>>1120
How much money will Carrie have left over after she buys her bike? ** The bike’s cost must be subtracted from her earnings made in a month to get how much money is left over after purchasing the bike: $1120 - $400 = $<<1120-400=720>>720 is left over after purchasing her bike
#### 720"
"Tim has 30 less apples than Martha, and Harry has half as many apples as Tim. If Martha has 68 apples, how many apples does Harry have?","How many apples does Tim have? ** Tim has 68-30 = <<68-30=38>>38 apples.
How many apples does Harry have? ** Harry has 38/2 = <<38/2=19>>19 apples.
#### 19"
"There are 30 students in the general study hall and twice as many students in the biology hall as there are in the general study hall. If the number of students in the math hall is 3/5 times as many as the combined total number of students in the general study hall and the biology hall combined,  calculate the total number of students in all the halls combined.","How many students are in the biology hall? ** The number of students in the biology hall is twice the number of students in the general hall, meaning there are 2*30 = <<2*30=60>>60 students in the biology hall.
How many students are in the biology hall and general study hall combined? ** The total number of students in the biology hall and general study hall is 60+30 = <<60+30=90>>90 students.
How many students are in the math hall? ** If there are 3/5 times as many students in the maths hall as there are in the general study hall and biology hall, their number is 3/5*90=<<3/5*90=54>>54 students in the maths hall.
How many students are in the three halls combined? ** The total number of students in the three halls is 54+90 = <<54+90=144>>144 students
#### 144"
"Jaylen has 5 carrots and 2 cucumbers. Jaylen has twice as many bell peppers as Kristin. Jaylen has 3 less than half as many green beans as Kristin. If Kristin has 2 bell peppers and 20 green beans, how many vegetables does Jaylen have in total?","How many bell peppers does Jaylen have? ** Jaylen has 2 * 2 = <<2*2=4>>4 bell peppers
How many green beans does Jaylen have? ** Jaylen has (20 / 2) - 3 = <<20/2-3=7>>7 green beans
How many vegetables does Jaylen have in total? ** Jaylen has a total of 4 + 7 + 5 + 2 = <<4+7+5+2=18>>18 vegetables
#### 18"
"A high school bowling team's 3 members scored a total of 810 points in their first match.  The first bowler scored 1/3 as many points as the second, and the second bowler scored 3 times as high as the third bowler.  How many points did the third bowler score?","Define a variable ** Let x represent the score of the third bowler
How many points did Bowler 2 score? ** Bowler 2:3x
How many points did Bowler 1 score? ** Bowler 1:3x(1/3)=x
Write an equation ** Total:x+3x+x=810
Combine like terms ** 5x=810
Divide by 5 ** x=<<162=162>>162 points
#### 162"
"Sue and her sister buy a $2,100 car.  They agree to split the cost based on the percentage of days use.  Sue's sister will drive the car 4 days a week and Sue will get the rest of the days.  How much does Sue have to pay?","How many days will Sue drive? ** Sue will drive 7-4=<<7-4=3>>3 days a week
How much will Sue pay? ** So she will pay 2100*3/7=$<<2100*3/7=900>>900
#### 900"
"Thomas is making hummus. One of the ingredients in a hummus recipe is chickpeas. For one serving of hummus, the recipe calls for 1 cup of chickpeas. In a can of chickpeas, there are 16 ounces of chickpeas. In one cup of chickpeas, there are 6 ounces. To make 20 servings, how many cans of chickpeas should Thomas buy?","How many cups of chickpeas does Thomas need? ** For 20 servings, Thomas needs 20*1 = <<20*1=20>>20 cups of chickpeas.
How many ounces of chickpeas does Thomas need? ** To have 20 cups, Thomas needs 20*6 = <<20*6=120>>120 ounces.
How many cans of chickpeas does Thomas need? ** 120 ounces/16 ounces = <<120/16=7.5>>7.5 cans of chickpeas.
How many cans of chickpeas does Thomas need? ** Since Thomas cannot buy half a can, he needs to buy 8 cans.
#### 8"
