answer,choices,question,subject
0,"[had feelings of different kind, enjoyed a friendly and wonderful game, clapped and cheered only for the Chinese Women's Volleyball Team, were eager to know what would happen later on]","No one could have failed to be moved had he watched the live televised volleyball game between the Chinese and Cuban women's teams. As we sat before the television set, with our eyes fixed on the screen, we experienced every kind of feeling. When the two teams played neck and neck, we were on pins and needles, anxious as to what would come next, and when our team fell behind our hearts were in our mouths. Watching the game between those two teams is not only a matter of great joy. For more than that it provides food for thought. Just see how the Chinese women won the game --by their co --operation  , by their excellent skill, their effort and strong will. A Chinese saying goes, ""When two competent opponents   meet, the strong --minded one will win. ""This is the spirit of the Chinese Women's Volleyball Team. If every Chinese showed some of the spirit, never losing heart in times of difficulty and remaining clear --minded in times of advantage  , then our nation would stand in the vanguard   of the world family of nations, just as the Chinese Women's Volleyball Team has done, is doing and will do. While watching the game, we   _  .",""
2,"[almonds, milk, citrus juice, olive oil]",Which ingredient may cause chemical change?,""
2,"[835., 750., 776., 3,880.]","The huge thirst for jobs in the civil service has made the national civil servant  exam one of China's most competitive tests. The first exam was held in 1995, and since then more and more people have signed up for it, with applications reaching a peak over the last two years. The latest online survey, carried out by China Youth Daily and www.qq.com, found that more than 73 percent of young people want to work as civil servants. Of the 17,330 respondents, about 83 percent said they were attracted by the job's stability, guaranteed health care and pension . Meanwhile, 55 percent said it could bring ""practical profits"". Nearly 1 million people applied to take the exam last year, yet only just over 10,000 were finally employed. This year the competition continued. The exact number of applicants is not known, with the final day for applications today. But the flood of applicants has already broken the exam's website once. China Youth Daily reported that the site was forced to close for  _ due to unusually high traffic on the night of October 16, which has never happened in the past. In a typical year several hundred applicants will apply for many of the jobs listed. For example, the five job vacancies provided by the secretariat   of the Central Committee of the CPC have attracted more than 3,880 applicants this year. Positions as civil servants are attractive, not only because of the stable income and good health care, but also because of the low risks compared with the power and resources the positions enjoy. Among the total 6 million public servants, around 20,000 were dismissed between 1996 and 2007. How many people on average will compete for one post provided by the secretariat of the Central Committee of the CPC this year?",""
3,"[the dog was drowned dead, the kangaroo was killed, kangaroos should be under stricter protection, Rickard was left a deep impression]","MELBOURNE, Australia - A kangaroo frightened by a man walking his dog attacked the pair, throwing the pet underwater and hitting the owner in the stomach with its back legs. The Australian, Chris Rickard, was in stable condition Monday after the attack, which ended when the 49-year-old struck the kangaroo in the throat. Rickard said he was walking his blue dog, Rocky, on Sunday morning when they surprised a sleeping kangaroo in Arthur's Creek northeast of Melbourne. The dog chased the animal into a pond, when the kangaroo turned and knocked the pet underwater. When Rickard tried to pull his dog free, the kangaroo turned on him, attacking with its back legs and tearing a deep cut into his stomach and across his face. ""I thought I might take action to drag the dog out from under his grasp, but I didn't expect him to actually attack me,"" Rickard, 49, told The Herald Sun newspaper. ""It was a shock at the start because it was a kangaroo, about 5 feet high, they don't go around killing people."" ""I was stuck having to hold on to the dog with both hands because it was half drowned and I couldn't really see anything because the kangaroo just attacked me."" He added, ""All I could do was just keep pushing for the bank and he was trying to push me under the water, so at that point I struck him in the throat and that made him back off a little bit. ""I don't think I'll ever be able to watch kangaroo programs quite the same as I used to -- it might bring back a couple of bad memories."" Kangaroos rarely attack people but will fight if they feel threatened. Dogs often chase kangaroos, which have been known to lead the pets into water and defend themselves there. Rickard said he ended the attack by hitting the kangaroo in the throat adding Rocky was ""half-drowned"" when he pulled him from the water. As a result of the attack,   _  .",""
1,"[global warming is speeding up at the same rate, it is human beings that have caused global warming, the new report has a more accurate data than the one in 2007, human beings are not the only one to blame for global warming]","The environmental group 350.org has launched a new campaign called Climate Name Change that proposes to revise to how hurricanes are named: call them after policymakers who say that humans are not to blame for global warming. This will save the Katrinas and Sandys of the world from the injustice of having their names attached to major disaster, the group says. And, as a bonus, it will produce some peculiar weather reports. ""Rick Perry leaves trail of death,"" appears under a broadcast titled ""Rick Perry: The Tragedy."" ""Michelle Bachman is incredibly dangerous. If you value your life, please seek shelter from Michelle Bachman,"" says an official while addressing a news conference. The campaign is unlikely to influence the World Meteorological Organization, which has since 1954 named Atlantic tropical storms from an official list. But the campaign's goal seems less to actually name a hurricane after the speaker of the house, and more to call attention to an issue that this month has reached an alarming level of seriousness. The campaign comes just a month before the Intergovernmental Panel on Climate Change will release its most recent report on the state of global warming and a week after a draft of the report was given away to Reuters. In the draft, scientists concluded with near certainty - about 95 percent sure - that humans are to blame for the worldwide temperature hikes over the last few decades. That was a revision from the 2007 report, which put scientific certainty that human activities were driving global climate change at about 90 percent. And global warming, the report said, is not slowing down - it, actually, is accelerating. That means that sea levels could balloon upward as much as three feet by the end of the century, if emissions  continue at their current pace. Still, as the Washington Post Climate notes, hurricanes are not the best sign of global warming. Though current data suggests that global warming will in the future stir up terrible super storms, there is still not enough evidence to support the idea that climate change strengthens the recent hurricanes that have torn at the US's eastern coastline. The draft of the global warming report tells us that   _  .",""
1,"[Help them have a strong desire to communicate., Separate them all the time., Help them link up their unconscious minds., Let them spend much time together.]","Telepathy: Mind-to-mind Contact Telepathy is the ability to communicate without the use of the five senses (sight, hearing, touch, smell, taste). It's an instinct   which can be woken up in times of emergency or need. When we feel that something is happening or about to happen by instinct, we're using resources within the unconscious mind. When the resources of two persons' unconscious minds link together into the same frequency, we call it Telepathy. We can either send or receive Telepathy. If you know who is calling before you answer the ringing phone, you are probably a good receiver. If you think of a person and he/she calls you, you are most likely to be better at sending. You can easily put your abilities to the test. Think of somebody and will him or her to contact you. Be patient. The other person may not be a good receiver, but they should contact you much earlier than would normally be expected. Or whenever the phones rings, but try ""feeling"" who is contacting you. Don't guess, but try to feel it with your mind. However, if neither of these work for you, that doesn't mean that you have no ability of telepathy. As mentioned earlier, telepathy is most likely to turn up in case of emergency. Telepathy dreams often contain telepathic messages. Two people may both dream of the other and find that their dreams had a clear connection. These people are probably linking to each other's unconscious mind. Telepathy & Relationships. The more people spend time together, the more likely they are to be able to link up to the other's mind, especially when separated. There are two reasons for this. One is that they understand the other's mind through time spent together; the other is that there is usually a strong desire to communicate. A mother will often sense that her child is in danger. This is due to the child's eagerly wanting his or her mother, knowing that this person who would always want to be there for them, and the mother's deep desire to protect her child from harm. Which is not the way to help people gain Telepathy?",""
3,"[so many people needed evacuating, the weather in the Atlantic was rough, the crew were inexperienced in saving people, liners easily became the targets of the German U-boats]","In 1932 the warning of the British politician, Stanley Baldwin, that ""the bomber will always get through"" made a deep impression in Britain, the only state to make serious plans to evacuate civilians from large towns before the war started. The British Government developed plans for evacuating 1 million children to the United States and Canada and other Commonwealth nations. It established the Children's Overseas Reception Board (CORB) in May 1940. After the fall of France, many people thought the war was lost and some saw this as one way of ensuring that Britain could survive even if invaded. The Germans eventually began bombing British cities in September. Some children were evacuated by ship to British Dominions, including Australia, Canada, New Zealand, and South Africa. The CORB selections were not done on a first-come, first-served basis. CORB classified and prioritized the children. Charges soon appeared in the press that the well-to-do were being given priority. CORB arranged for the transportation. The Government paid the passages. Quite a number of children had already been evacuated. This tended to be children from rich families with money and overseas contacts. The British public eventually demanded the government pay so that less privileged children were also _ . World War II occurred before the beginning of trans-Atlantic air travel. Liners were used to transport the children and this proved to be dangerous because the U-boats quickly emerged as the greatest threat. And this put the evacuee children trying to cross the Atlantic to safety in danger. Two ships carrying child evacuees were torpedoed  in 1940. One was the Dutch liner Volendam with 320 children on August 30. The crew managed to get the life boats off and saved the children. They were returned to Glasgow. The other was the City of Benares, an ocean liner with 200 British and foreign civilian passengers and 93 British children with a guard of nurses, teachers, and a clergyman. It was torpedoed on September 13. The crew attempted to launch the life boats as Benares began to sink. The rough weather made this difficult, so many of the passengers in the life boats died in the extreme conditions. Only 15 children survived. Churchill, when he learned of the disaster, decided to end the overseas evacuation scheme. Churchill decided to end the evacuation scheme mainly because   _  .",""
1,"[Very good, Worse than before, Very bad, As good as before]","Japanese people work very hard at studying English. They start studying English at the age of 12. Most young Japanese people spend a lot of time and work hard at studying English, but Japanese people are not good at English. Here are the reasons: There are few people from English-speaking countries in Japan. They don't have enough chances to speak with them. Japan is an island country and they feel that other countries are far away. So they don't use English very often. And the Japanese feel that it is strange  to talk to each other in English. The Japanese education doesn't always follow the educational trends  in the world. It puts a lot of importance on grammar and vocabulary, and less on speaking, listening and reading skills. Many Japanese students' English becomes worse  after they go to university .They have to learn English again if they work in English-speaking countries. Sometimes the Japanese feel shy about speaking wrong or broken English. How is the university students' English in Japan?",""
3,"[singer, dancer, actor, comedian]","About the year 1900, a dark-haired boy named Charlie Chaplin was often seen waiting outside the back entrances of London theatres. He looked thin and hurry. He was hoping to get work in show business. He could sing and dance, and above all, he knew how to make people laugh. But he couldn't get work and therefore wandered about the city streets. Sometimes he was sent away to a home for children who had no parents. But twenty years later, this same Chaplin became the greatest, best-known, and best-loved comedian   in the world. Any regular visitor to the cinema, must have seen some of Charlie Chaplin's films. People everywhere have sat and laughed at them until the tears ran down their faces. Even people who don't understand English can enjoy his films, because they are mostly silent. It isn't what he says that makes us laugh. His comedy doesn't depend upon   words or language. It depends upon little actions which mean the thing to people all over the word. Acting out without words, of common human situations plays an important part in the dances and plays in many countries. It's a kind of the world language. Chaplin lived most of his life in America and died in Switzerland on Christmas Day 1977, at the age of eighty-eight. There was sadness all over the world at the news of his death. Twenty years later, Chaplin became the best   _  .",""
0,"[Jim., Tony., Peter., Tom.]","Jim: Let's play volleyball, OK? Tony: Sorry, I don't have a volleyball. But I have a basketball. Jim: I don't want to play basketball. I only want to play volleyball. Tony: Who has a volleyball? Do you know? Jim: Maybe Tom has one. Let's go and ask him. (Say to Tom.) Hi, Tom! Do you have a volleyball? Tom: No. I don't. Does Peter have one? Tony: Oh, yes, he does. Tom: Hi, Peter! Do you have a volleyball? Peter: Yes, I do. But it is at home. Tom: Sorry to hear that! Tony: Well, let's play basketball. OK? Jim: OK! Tom: Peter, please join us. Peter: OK! Let's play! ,. Who wants to play volleyball?",""
2,"[some rooms, some shops, the dining room, the station]","There are trains to carry people,trains to carry animals or carry things.There are fast trains and slow ones.Some trains go through hills.In big cities,the streets are usually very busy.So you can find trains under the ground.they carry people quickly in and out of the big cities.Can a train run over the water?Yes,it can.There are many bridges over the rivers.The trains can easily run over the water.But it is not easy to build the bridges.Today's trains have dining rooms for people.You may eat something in them on the way if you are hungry.Trains are useful to men,women and children.Many children have model trains.With the model trains they can build their own rails  and enjoy the wonderful world of trains. If you are hungry,you may go to   _   of the train to have something to eat when you are traveling by train.",""
2,"[more boats on the lake, more dirty things in the lake, a cleaner lake, a dirty lake]","Thirty years ago, Lake Ponkapog in Hartwell, New Jersey, was full of life. Many birds and animals lived beside the water, which was full of fish. Now there are few birds, animals, and fish. The lake water is polluted. It is in a colour of dirty brown, and it is filled with strange plants. How did this happen? First, we must think about how water gets into Lake Ponkapog. When it rains, water comes into the lake from all around. In the past, there were forests all round Lake Ponkapog, so the rainwater was clean. Now there are many homes around the lake. People often use the chemicals  in their gardens. They use other chemicals inside their houses for cleaning and killing insects. There are also many businesses. Businesses use chemicals in their machines of shops. Other chemicals fall onto the ground from cars or trucks. When it rains, the rainwater picks up all the chemicals from home and businesses and then carries them into the lake . They pollute the water and kill the animals. Boats on the lake are also a problem. Lake Ponkapog is a popular place for motorboats . But oil and gas from boats often get into the lake. So more bad chemicals go into the water this way. People in Hartwell are worried . They love their lake and want to save it. Will it be possible? A clean lake must have clean rainwater going into it. Clean rainwater is possible only if people are more careful about chemicals at home and at other chemicals on the ground. And they mustn't use motorboats any more on the lake. All these may change people's lives. Only then can Lake Ponkapog be a beautiful, clean lake again. Cleaner rainwater will mean   _   .",""
3,"[Copy the image on a page but with a dotted outline., Draw the image on a piece of blank white paper., Type the image directly on a computer., Put a brain scanner and show the image again.]","Does handwriting matter? Not very much, according to many educators. However, scientists say it is far too soon to declare handwriting is not important. New evidence suggests that the link between handwriting and educational development is deep. Children not only learn to read more quickly when they first learn to write by hand, but they are also better able to create ideas and remember information. In other words, it's not only what we write that matters -- but how. A study led by Karin James, a psychologist at Indiana University, gave support to _ . A group of children, who had not learned to read and write, were offered a letter or a shape on a card and asked to copy it in one of three ways: draw the image on a page but with a dotted outline , draw it on a piece of blank white paper, or type it on a computer. Then the researchers put the children in a brain scanner and showed them the image again. It was found that when children had drawn a letter freehand without a dotted outline or a computer, the activity in three areas of the brain were increased. These three areas work actively in adults when they read and write. By contrast, children who chose the other two ways showed no such effect. Dr. James attributes the differences to the process of free handwriting: Not only must we first plan and take action in a way but we are also likely to produce a result that is variable. Those are not necessary when we have an outline. It's time for educators to change their mind and pay more attention to children's handwriting. Which is NOT the children's task in the experiment?",""
1,"[To monitor signs of volcanic activity., To prepare for a space mission to Mars., To train the six people to become astronauts., To study the difference between men and women.]","Six volunteers are about to find out what it would be like to live on Mars without ever leaving the Earth. Three men and three women will spend eight months living in a special place on the side of a volcano in Hawaii. They are part of an experiment that is designed to mimic life on Mars. Their mission began on October 15, 2014. NASA says it could send astronauts to Mars as early as the 2030s. The mission would take more than two years, so NASA needs to know how people would react to living in a small group, isolated from the rest of the world, for such a long time. Some people may become depressed or bored living under those conditions. By studying people living in similar conditions here on Eares NASA hopes to learn how to choose the most suitable people for a space mission, and how to help them get along. They will live in a two-story building. The ground floor is about 86 square meters, roughly the size of a small two-bedroom apartment. It includes shared areas like kitchen, dining room, bathroom, laboratory and an exercise room. The upstairs is less than half the size of the downstairs. It contains another bathroom and six small bedrooms. The building is located in an abandoned quarry about 2,400 meters up the side of Mauna Loa, the second biggest volcano in the world. It is constantly monitored for signs of volcanic activity. NASA chose the location because the appearance looks very similar to Mars. To make it more like being on Mars in the future, they are only able to communicate by email during the experiment. Meanwhile, there will be a 20-minute delay between the time when a message is sent and that when it is received. When they go outside, they will have to suit up in full spacesuits, just as if they were on Mars. The commander is Martha Lenio, a 34-year-old Canadian. During the mission, she will run experiments on growing food. The other members have backgrounds in physics and so on. None of them are astronauts. What's the main purpose of the experiment?",""
0,"[Three., Four., Five., Six.]","American beekeeping operations have been hit hard by what scientists call colony collapse disorder(C.C.D.). Almost half of their worker bees have disappeared during the past season. C.C.D. has also been reported in Israel, Europe and South America. Bees fly away from the hive and never return. Sometimes they are found dead; other times they are never found. Many crops and trees depend on pollination   by bees to help them grow. A new report says virus may be at least partly responsible for the disorder in honey bee colonies in the United States. This virus is called Israeli acute paralysis virus. It was first identified in Israel in 2004. Ian Lipkin at Columbia University in New York and a team reported the new findings in Science magazine. Doctor Lipkin says the virus may not be the only cause. He says it may work with other causes to produce the collapse disorder. The team found the virus in colonies with the help of a map of honey bee genes that was published last year. They examined thirty colonies affected by the disorder. They found evidence of the virus in twenty-five of them, and in one healthy colony. The next step is further testing of healthy hives. The researchers suggested that the United States may have imported the disorder in bees from Australia. They say the bees may carry the virus but not be affected. The idea is that unlike many American bees, the ability of Australian bees to fight disease has not been hurt by the varroa mite . This insect attacks honey bees, which could make the disorder more likely to affect a hive. Australian bee producers reject these suspicions. And some researchers suspect that bee production in the United States is down mainly because of the weather. Honey bees gather nectar  from flowers and trees. The sweet liquid gives them food and material to make honey. But cold weather this spring in the Midwest reduced the flow of nectar in many flowers. Many bees may have starved. Dry weather in areas of the country could also be playing a part. Wayne Esaias is a NASA space agency scientist who keeps bees in his free time. He lives in central Maryland, where he has found that flowers are blooming a month earlier than they did in 1970, which may be partly responsible for the disorder. Wayne Esaias is organizing a group of beekeepers to document nectar flow around the country. How many possibilities may be involved in the bee disorder according to the passage?",""
2,"[asked her to help him first, tried to comfort her with kind words, asked her to look for a thing that didn't exist at all, tried to encourage her by talking with her]","There is an old Chinese tale about a woman whose only son died. Sadly, she went to the holy man and asked, ""What magical things do you have to bring my son back to life?"" Instead of sending her away or reasoning with her, he said to her, ""Fetch me a mustard   seed from a home that has never known sadness. We will use it to drive the sadness out of your life."" The woman happily went off at once in search of that magical mustard seed. She first came to a splendid house, knocked at the door and said, ""I am looking for a home that has never known sadness. Is it such a place? It is very important to me."" They told her ""You've certainly come to the wrong place"" and began to describe all the tragic things that had happened to them recently. The woman said to herself, ""I have had misfortune of my own. Who is able to help these poor, unfortunate people?"" She stayed to comfort them, and then went on in search of a home that had never known sadness. But wherever she went, she found one tale after another of sadness and misfortune. She became so involved in other people's sorrow that finally she forgot about her search for the magical mustard seed, never realizing that it had, in fact, driven the sadness out of her life. Instead of sending the woman away, the holy man  _  .",""
1,"[it will cry, it will expire, it will sleep, it will vomit]",If a kitten is unable to nurse from birth,""
0,"[a reporter, a dog owner, an advertiser, an expert on dog barks]","Dog owners now have a little help understanding their furry friends.A new device  called Bow-Lingual ""translates"" dog barks into English, Korean or Japanese.Bow-Lingual Japanese inventors spent much time and money analyzing dog barks.They found that dog noises can be broken down into six different emotions: happiness, sadness, frustration, anger, assertion and desire. Part of the Bow-Lingual device hangs on the dog's collar.The other part is a handle-held unit for the owner.When the dog barks, the unit displays translated phrases. Some people have _ at Bow-Lingual.""Who would pay $120 to read a dog's mind?"" they ask. But those who have purchased  Bow-Lingual praise the device.Pet owner Keiko Egawa, of Japan, says it helps her sympathize  with her dog Harry.""Before we go to the park, he always says he wants to play,"" says Egawa, ""and after a walk, he always says he is hungry."" Bow-Lingual is not yet available  in Chinese.So you'd better keep studying Studio Classroom, or soon your dog may know more English than you do! The writer of this passage is most likely to be   _  .",""
0,"[Parents don't pay much attention to their kids' game--playing habits., Parents care too much about kids' schoolwork., Parents don't notice their kids' healthy habits., All of the above.]","Computer games are more and more popular with teenagers. Games are fun. After hours of homework it's great to relax by playing a game. But do games ever do kidsany harm? And are there any ways parents can help kids stay away from bad games? US researches are trying to find answers to these questions. One problem found that parents are not taking enough notice of their kids'games -playinghabits. Many games sells output controls   on the games to help parents make sure that children don't play things unsuitable for them, said David Walsh, president of the national Institute on media and the Family. Parents need to watch the games kids are playing and how much time they are spending playing them. The study found that playing games too long can affect kids' health as well as their schoolwork. Almost half of all "" heavy games"" are six to 17 years old. These kids are more likely to have weight and eyesight problems than other kids. Playing too many games also affects(v)how children do in school. Kids can ask their parents to set a time limit for playing games and remind them when the time is up. Don't forget to tell your parents about it. What problem did the researchers find with parents?   _  .",""
0,"[Be yourself with the support of friends., Meet friends whenever possible., Go easy on yourself and others., Have a good role model.]","""I didn't hear them call my name,"" explained Shelley Hennig to Active Teens (AT) as she talked about that exciting moment on national television when she won the honor of Miss Teen USA 2004. ""Are you ready?""is what she heard. Then she said,""I shook my head no,and then they said 'yes' and it was announced again."" It was four days after that life changing moment for the seventeen year old high school student from Destrehan, Louisiana. She was still _  ""I was so shocked! I never believed that it could actually really happen. ""Present in the audience   that day were: her mother and father, older brother, her friends, and her dance teacher. Understanding why members of her family and her friends would be there,AT asked why her dance teacher had traveled so far to see her compete  . ""She's always been my role model. I've danced with her since I was six. She's been through so many difficulties and came through them all. I've learned to get over bad life's experiences and learned how to move on because of her."" One of those bad life's experiences for Shelley happened three years ago when her brother Brad was killed in a drunk driving accident. He was 18. She found writing helped her get through the tough days. She said, ""I write a lot about my brother. I write a lot, a lot,a lot..."" As Miss Louisiana Teen, she traveled around the state speaking to teens   about the dangers of drinking and driving. In her role as Miss Teen USA, Shelley will continue to speak to youth about safe driving,in addition to many other things to help the youth. When AT asked Miss Teen USA if she had any advice for our readers, she said, ""Don't let anyone change you. Hang out with people that make you feel good about yourself. That way,it is easy to be yourself."" .What suggestion does Shelley give to the teens?",""
2,"[7 kilos, 8 kilos, 6 kilos, 10 kilos]","Are you carrying too much on your back at school? You're not alone. Back experts in the USA were worried that young students are having back and neck problems because they are carrying too much in their backpacks (schoolbags). ""It hurts my back when I run,"" said Eglin Reyes, a student in Virginia. ""It's hard to get up the stairs with my backpack because it's too heavy."" Students have to carry heavy backpacks on their backs for a whole week's study. Beeline is one of them. They have regular backpacks with two straps  to carry them, but a number of students with heavy loads have switched to rolling backpacks. The backpacks have wheels and can roll on the ground. Shirley Park's backpack weighs 10 kilos, and she said, ""I'll change to a rolling backpack because I am starting to have back pain."" How much is too much? Experts say that students should carry no more than 10 to 15 percent of their own body weight. A few students have had a good idea to lighten the load: Less homework. Doctor's suggestions: *Lighten the load. Take home only the books the students need that night. *Wide straps are better. They can send out weight over your shoulders and be sure to wear backpacks with two straps. *The heaviest things should be packed closest to the back. *Bend  both knees when you pick up the pack, don't just bend the waist . By the words of the experts, it's better for a student of 40 kilos to carry a backpack of at most   _  .",""
2,"[It expands as it solidifies., It is transparent., It dissolves many substances., It is a compound.]",Which of these is a property of water that allows it to transport materials through the Earth system?,""
1,"[food, having fun, playing games, swimming]","My Town the Best Place to Be! My town is a great place to live in . It's the best place to enjoy your free time. There are three movie theaters in the town. They are all good, but the one nearest my house is the best. Shopping is also easy, There are many shops and most of them are trendy. They sell very fashionable clothes. The prices are also cheaper than in other cities, so students love to shop here. There are also a lot of video and music stores. These are very popular with students. I go to the music store every week to buy a new CD. The most crowded place for students to hang out is the park . Everyone goes there ,so it's really interesting. Sometimes there are even street performers. Some students think they are boring ,but I think they are the most creative people. I want to be a street performer, too . The writer's town is the best place of   _  .",""
1,"[230 yuan, 290 yuan, 320 yuan, 460 yuan]","East Bus --- maybe the best choice on your visit to the famous places of interest in Beijing. Sit back, relax and see all there is to see, with no need to worry about driving, finding a parking place or leaving your car with no one to watch it. We have lots of buses taking you to visit Tian'anmen Square, the Forbidden City, the Summer Palace, the Temple of Heaven Park, the Olympic Center and the Great Wall. The whole tour will take you three days. Chinese & English speaking guides. Booking by phone four days in advance . Tour price: Y=580.00 per person (half price for children under 1.2m tall ), including the ticket price, breakfast and lunch. For more information, please phone Yong'an Tourism Company at 010-23368688/23368689. Add: 356 Chaoyang Road, Beijing. Open 7 days a week. 8:00-16:00. ,. Children under 1.2m tall need to pay   _   for the trip.",""
2,"[point out the relations between our body and mind, warn us it's extremely harmful to reduce or gain our weight, tell us that it's difficult to make a significant change in our weight, stress that dieting 1s a recommended way to help you reach your desired weight]","You hear this,""No wonder you are fat.All you ever d0 is eat.""You feel sad.""I skip my breakfast and supper.I run every morning and evening.What else can I do?"" Basically you can do nothing.Your genes,not your life habits,determine your weight and your body constantly tries to maintain it. Albert Stunkard of the University of Pennsylvania found from experiments that""80 percent of the children of two fat parents become fat,as compared with no more than 14.percent of the children of two parents of normal weight."" How can obese people become thinner through dieting? Well,dieting can be effective.but the health costs are great. Jules Hirsch,a research physician at Rockefeller University,did a study of eight fat people.They were.given a liquid formula providing 600 calories a day.After more than 10 weeks,the subjects lost on average 45 kg.But after leaving the hospital,they all regained the weight. The results were surprising:by metabolic measurement,fat people who lost large amounts of weight seemed like they were starving.They had psychiatric problems.They dreamed of food or of breaking their diet They were anxious and depressed.Some wanted to kill themselves.They hid food in their rooms. Researchers warn that it is possible that weight reduction doesn't result in normal weight,but in an abnormal state lust like that of starved non.obese people. Thin people, however,suffer from the opposite.They have to make a great effort to gain weight  Ethan Sims of the University of Vermont got prisoners to volunteer to gain weight.In four to six months--they ate as much as they could.They succeeded in increasing their weight by 20 to 25 percent. But months after the study ended,they were back to normal weight and stayed there. This did not mean that people are completely without hope in controlling their weight.It means that those who tend to be fat will have to constantly battle their genetic inheritance if they want to significantly 1ower their weight. The findings also provide evidence for something scientists thought was true--each person has a comfortable weight range.The range might be as much as 9kg.Someone might weigh 60--69kg without too much effort.But,going above or below the natural weight range is difficult.The body resists by feeling hungry or full and changing.the metabolism to push the weight back to the range it seeks. The story is mainly written to_.",""
3,"[One of the main keys to success is being able to work with others well., People will often feel disappointed and helpless if they aren't with good leaders., Being calm and wise can help leaders make perfect judgments under pressure., Experienced teachers can hardly train people to be successful leaders.]","Almost nothing we do in this world is done in isolation*. At work or at play, you'll find yourself in groups, working with other people: your team at work, a meeting with fellow workers, your family, a holiday with friends, a group of students working together, a group of neighbors wanting to make changes. It is now realized that being able to work successfully with other people is one of the main keys to success, partly because we need to do it so often. In almost every situation where you're in a group, you will need a skilled leader. All groups need leaders and all successful groups have good leaders. Groups without leaders or with weak leaders almost always break down. Members of a leaderless group often begin to feel disappointed and helpless. Time is wasted and the tasks are not achieved. There are often arguments and nervousness between people as there is nobody to keep the goals clear. Some people are natural leaders. The well-known cook, Antonio Carlucci says, ""True leaders are born and you see them in kitchens."" They're people who are strong, fair, and humorous. Although a lot of people agree that there are some natural-born leaders, most people now know that leadership can also be taught. Experienced teachers can train almost anyone how to be a successful leader. Good leaders don't make people do things in a controlling way. You can learn how to join others, encouraging the whole group to work towards a common goal. Successful leaders also need to be calm and wise. They need to be able to work out good solutions and make perfect judgments* under pressure. Lastly, and probably most importantly, good leaders need to be sensitive*, confident and be able to get on well with different kinds of people. Which of the following is NOT correct according to this passage?",""
2,"[Because he felt guilty at seeing his father walk all the way home., Because he realized that his protests and apologies were useless., Because it hurt him to see his father suffer physically and emotionally., Because his father did not speak to him for a long time.]","I grew up in the south of Spain in a little community called Estepona. I was 16 when one morning, my father told me I could drive him into a remote village called Mijas, about 18 miles away, on the condition that I take the car in to be serviced(,) at a nearby garage. Having just learned to drive and hardly ever having the opportunity to use the car, I readily accepted. I drove Dad into Mijas and promised to pick him up at 4 p.m., then drove to a nearby garage and dropped off the car. Because I had a few hours to spare, I decided to catch a couple of movies at a theatre near the garage. However, I became so interested in the films that I didn't pay attention to the time. When the last movie had finished, I looked down at my watch. It was six o'clock. I was two hours late! I knew Dad would be angry if he found out I'd been watching movies. He'd never let me drive again. I decided to tell him that the car needed some repairs and that they had taken longer than had been expected. I drove up to the place where we had planned to meet and saw Dad waiting patiently on the corner. I apologized for being late and told him that I'd come as quickly as I could, but the car had needed some major repairs. I'll never forget the look he gave me. ""I'm disappointed that you feel you have to lie to me, Jason."" ""What do you mean? I'm telling the truth."" Dad looked at me again. ""When you did not show up, I called the garage to ask if there were any problems, and they told me that you had not yet picked up the car. So you see, I know there were no problems with the car."" A feeling of guilt ran through me as I weakly confessed to my trip to the movie theatre and the real reason for my being late. Dad listened intently  as a sadness passed through him. ""I'm angry, not with you but with myself. You see, I realize that I have failed as a father if after all these years you feel that you have to lie to me. I have failed because I have brought up a son who cannot even tell the truth to his own father. I'm going to walk home now and think seriously about where I have gone wrong all these years."" ""But Dad, it's 18 miles to home. It's dark. You can't walk home."" My protests and my apologies were useless. I had let my father down and I was about to learn one of the most painful lessons of my life. Dad began walking along the dusty road. I quickly jumped in the car and followed behind, hoping he would weaken. I begged all the way, telling him how sorry I was, but he simply ignored me, continuing on silently, thoughtfully and painfully. For 18 miles I drove behind him, at a speed of about five miles per hour. Seeing my father in so much physical and emotional pain was the most distressing  and painful experience that I have ever faced. However, it was also the most successful lesson. I have never lied to him since. Why was the lesson the most successful one the boy had ever learned?",""
